drugbank_id,GenericName,SideEffectTerm,SOC,FrequencyRatingValue
DB00424,hyoscyamine,flushing,General disorders and administration site conditions,2
DB00424,hyoscyamine,flushing,Vascular disorders,2
DB00424,hyoscyamine,flushing,Skin and subcutaneous tissue disorders,2
DB00424,hyoscyamine,rash,Skin and subcutaneous tissue disorders,2
DB00424,hyoscyamine,hypotension,Vascular disorders,2
DB00424,hyoscyamine,intraocular pressure increased,Investigations,2
DB00181,baclofen,disorientation,Psychiatric disorders,4
DB00181,baclofen,disorientation,Nervous system disorders,4
DB00181,baclofen,asthenia,General disorders and administration site conditions,4
DB00181,baclofen,decreased appetite,Metabolism and nutrition disorders,3
DB00181,baclofen,decreased appetite,General disorders and administration site conditions,3
DB00181,baclofen,somnolence,Psychiatric disorders,5
DB00181,baclofen,somnolence,Nervous system disorders,5
DB00181,baclofen,hypoxia,"Respiratory, thoracic and mediastinal disorders",4
DB00181,baclofen,loss of consciousness,Nervous system disorders,2
DB00181,baclofen,paraesthesia,Nervous system disorders,3
DB00181,baclofen,nasal congestion,"Respiratory, thoracic and mediastinal disorders",2
DB00181,baclofen,constipation,Gastrointestinal disorders,4
DB00181,baclofen,feeling abnormal,General disorders and administration site conditions,4
DB00181,baclofen,osteoarthritis,Musculoskeletal and connective tissue disorders,2
DB00181,baclofen,dyskinesia,Nervous system disorders,2
DB00181,baclofen,anxiety,Psychiatric disorders,4
DB00181,baclofen,pneumonia,Infections and infestations,4
DB00181,baclofen,pneumonia,"Respiratory, thoracic and mediastinal disorders",4
DB00181,baclofen,hallucination,Psychiatric disorders,4
DB00181,baclofen,body temperature decreased,Investigations,2
DB00181,baclofen,dermatitis,Skin and subcutaneous tissue disorders,4
DB00181,baclofen,chest pain,General disorders and administration site conditions,2
DB00181,baclofen,chest pain,"Respiratory, thoracic and mediastinal disorders",2
DB00181,baclofen,chest pain,Cardiac disorders,2
DB00181,baclofen,urinary incontinence,Renal and urinary disorders,4
DB00181,baclofen,urinary incontinence,Nervous system disorders,4
DB00181,baclofen,syncope,Vascular disorders,2
DB00181,baclofen,syncope,Cardiac disorders,2
DB00181,baclofen,syncope,Nervous system disorders,2
DB00181,baclofen,pollakiuria,Renal and urinary disorders,4
DB00181,baclofen,diplopia,Eye disorders,4
DB00181,baclofen,diplopia,Nervous system disorders,4
DB00181,baclofen,urticaria,Immune system disorders,4
DB00181,baclofen,urticaria,Skin and subcutaneous tissue disorders,4
DB00181,baclofen,hypotonia,Musculoskeletal and connective tissue disorders,5
DB00181,baclofen,hypotonia,Nervous system disorders,5
DB00181,baclofen,psychotic disorder,Psychiatric disorders,3
DB00181,baclofen,diarrhoea,Gastrointestinal disorders,4
DB00181,baclofen,palpitations,Cardiac disorders,2
DB00181,baclofen,dyspnoea,"Respiratory, thoracic and mediastinal disorders",3
DB00181,baclofen,dyspnoea,Cardiac disorders,3
DB00181,baclofen,nystagmus,Eye disorders,4
DB00181,baclofen,nystagmus,Nervous system disorders,4
DB00181,baclofen,subdural haematoma,Vascular disorders,3
DB00181,baclofen,subdural haematoma,Nervous system disorders,3
DB00181,baclofen,subdural haematoma,"Injury, poisoning and procedural complications",3
DB00181,baclofen,insomnia,Psychiatric disorders,4
DB00181,baclofen,insomnia,Nervous system disorders,4
DB00181,baclofen,confusional state,Psychiatric disorders,4
DB00181,baclofen,confusional state,Nervous system disorders,4
DB00181,baclofen,dysphoria,Psychiatric disorders,3
DB00181,baclofen,myalgia,Musculoskeletal and connective tissue disorders,4
DB00181,baclofen,pain,General disorders and administration site conditions,4
DB00181,baclofen,urinary retention,Renal and urinary disorders,3
DB00181,baclofen,hypoventilation,"Respiratory, thoracic and mediastinal disorders",4
DB00181,baclofen,weight increased,Investigations,2
DB00181,baclofen,tinnitus,Ear and labyrinth disorders,4
DB00181,baclofen,tinnitus,Nervous system disorders,4
DB00181,baclofen,lethargy,General disorders and administration site conditions,4
DB00181,baclofen,lethargy,Psychiatric disorders,4
DB00181,baclofen,lethargy,Nervous system disorders,4
DB00181,baclofen,coma,Nervous system disorders,3
DB00181,baclofen,mental disability,Social circumstances,3
DB00181,baclofen,joint swelling,Musculoskeletal and connective tissue disorders,2
DB00181,baclofen,cardiac output decreased,Investigations,4
DB00181,baclofen,hepatic function abnormal,Hepatobiliary disorders,2
DB00181,baclofen,nocturia,Renal and urinary disorders,2
DB00181,baclofen,dehydration,Metabolism and nutrition disorders,3
DB00181,baclofen,sexual dysfunction,Reproductive system and breast disorders,4
DB00181,baclofen,sexual dysfunction,Psychiatric disorders,4
DB00181,baclofen,haematuria,Reproductive system and breast disorders,2
DB00181,baclofen,haematuria,Vascular disorders,2
DB00181,baclofen,haematuria,Renal and urinary disorders,2
DB00181,baclofen,hypothermia,General disorders and administration site conditions,2
DB00181,baclofen,hypothermia,"Injury, poisoning and procedural complications",2
DB00181,baclofen,retching,Gastrointestinal disorders,4
DB00181,baclofen,dysgeusia,Gastrointestinal disorders,2
DB00181,baclofen,dysgeusia,Nervous system disorders,2
DB00181,baclofen,hypertension,Vascular disorders,3
DB00181,baclofen,vertigo,Ear and labyrinth disorders,4
DB00181,baclofen,vertigo,Nervous system disorders,4
DB00181,baclofen,hyperhidrosis,General disorders and administration site conditions,4
DB00181,baclofen,hyperhidrosis,Skin and subcutaneous tissue disorders,4
DB00181,baclofen,vomiting,Gastrointestinal disorders,4
DB00181,baclofen,pulmonary function test decreased,Investigations,4
DB00181,baclofen,injury,"Injury, poisoning and procedural complications",3
DB00181,baclofen,weight decreased,Investigations,3
DB00181,baclofen,bradycardia,Cardiac disorders,3
DB00181,baclofen,headache,Nervous system disorders,4
DB00181,baclofen,ileus,Gastrointestinal disorders,3
DB00181,baclofen,gastrointestinal disorder,Gastrointestinal disorders,4
DB00181,baclofen,arrhythmia,Cardiac disorders,2
DB00181,baclofen,paranoia,Psychiatric disorders,3
DB00181,baclofen,body temperature increased,Investigations,4
DB00181,baclofen,speech disorder,"Respiratory, thoracic and mediastinal disorders",3
DB00181,baclofen,speech disorder,Psychiatric disorders,3
DB00181,baclofen,speech disorder,Nervous system disorders,3
DB00181,baclofen,dizziness,Vascular disorders,3
DB00181,baclofen,dizziness,Cardiac disorders,3
DB00181,baclofen,dizziness,Nervous system disorders,3
DB00181,baclofen,autonomic nervous system imbalance,General disorders and administration site conditions,3
DB00181,baclofen,autonomic nervous system imbalance,Vascular disorders,3
DB00181,baclofen,autonomic nervous system imbalance,Nervous system disorders,3
DB00181,baclofen,hypoaesthesia,Nervous system disorders,4
DB00181,baclofen,dysarthria,Psychiatric disorders,3
DB00181,baclofen,dysarthria,Nervous system disorders,3
DB00181,baclofen,dysphagia,Gastrointestinal disorders,3
DB00181,baclofen,sepsis,Infections and infestations,3
DB00181,baclofen,muscle relaxant therapy,Surgical and medical procedures,5
DB00181,baclofen,memory impairment,Psychiatric disorders,3
DB00181,baclofen,memory impairment,Nervous system disorders,3
DB00181,baclofen,amnesia,Psychiatric disorders,3
DB00181,baclofen,amnesia,Nervous system disorders,3
DB00181,baclofen,sensory loss,Nervous system disorders,4
DB00181,baclofen,thinking abnormal,Psychiatric disorders,3
DB00181,baclofen,thinking abnormal,Nervous system disorders,3
DB00181,baclofen,agitation,Psychiatric disorders,4
DB00181,baclofen,agitation,Nervous system disorders,4
DB00181,baclofen,muscular weakness,Musculoskeletal and connective tissue disorders,5
DB00181,baclofen,muscular weakness,Nervous system disorders,5
DB00181,baclofen,enuresis,Psychiatric disorders,4
DB00181,baclofen,enuresis,Renal and urinary disorders,4
DB00181,baclofen,dry mouth,Gastrointestinal disorders,4
DB00181,baclofen,suicide attempt,Psychiatric disorders,3
DB00181,baclofen,cerebrovascular disorder,Vascular disorders,3
DB00181,baclofen,cerebrovascular disorder,Nervous system disorders,3
DB00181,baclofen,back pain,Musculoskeletal and connective tissue disorders,3
DB00181,baclofen,accommodation disorder,Eye disorders,4
DB00181,baclofen,vision blurred,Eye disorders,4
DB00181,baclofen,vision blurred,Nervous system disorders,4
DB00181,baclofen,nausea,Gastrointestinal disorders,4
DB00181,baclofen,shock,Vascular disorders,2
DB00181,baclofen,respiratory depression,"Respiratory, thoracic and mediastinal disorders",4
DB00181,baclofen,respiratory depression,Nervous system disorders,4
DB00181,baclofen,depression,Psychiatric disorders,4
DB00181,baclofen,tremor,Nervous system disorders,4
DB00181,baclofen,hypertonia,Musculoskeletal and connective tissue disorders,4
DB00181,baclofen,hypertonia,Nervous system disorders,4
DB00181,baclofen,fatigue,General disorders and administration site conditions,4
DB00181,baclofen,flushing,General disorders and administration site conditions,3
DB00181,baclofen,flushing,Vascular disorders,3
DB00181,baclofen,flushing,Skin and subcutaneous tissue disorders,3
DB00181,baclofen,salivary hypersecretion,Gastrointestinal disorders,4
DB00181,baclofen,chills,Musculoskeletal and connective tissue disorders,4
DB00181,baclofen,chills,General disorders and administration site conditions,4
DB00181,baclofen,alopecia,Skin and subcutaneous tissue disorders,3
DB00181,baclofen,pallor,General disorders and administration site conditions,3
DB00181,baclofen,pallor,Vascular disorders,3
DB00181,baclofen,pallor,Skin and subcutaneous tissue disorders,3
DB00181,baclofen,euphoric mood,Psychiatric disorders,4
DB00181,baclofen,rash,Skin and subcutaneous tissue disorders,4
DB00181,baclofen,respiratory failure,Metabolism and nutrition disorders,4
DB00181,baclofen,respiratory failure,"Respiratory, thoracic and mediastinal disorders",4
DB00181,baclofen,dyspepsia,Gastrointestinal disorders,4
DB00181,baclofen,abdominal pain,Gastrointestinal disorders,2
DB00181,baclofen,bladder pain,Renal and urinary disorders,4
DB00181,baclofen,nightmare,Psychiatric disorders,4
DB00181,baclofen,chest discomfort,General disorders and administration site conditions,4
DB00181,baclofen,chest discomfort,"Respiratory, thoracic and mediastinal disorders",4
DB00181,baclofen,chest discomfort,Cardiac disorders,4
DB00181,baclofen,dysuria,Renal and urinary disorders,4
DB00181,baclofen,oedema peripheral,Metabolism and nutrition disorders,3
DB00181,baclofen,oedema peripheral,General disorders and administration site conditions,3
DB00181,baclofen,oedema peripheral,Cardiac disorders,3
DB00181,baclofen,hypotension,Vascular disorders,4
DB00181,baclofen,ataxia,General disorders and administration site conditions,4
DB00181,baclofen,ataxia,Nervous system disorders,4
DB00181,baclofen,suicidal ideation,Psychiatric disorders,3
DB00181,baclofen,erectile dysfunction,Reproductive system and breast disorders,3
DB00181,baclofen,erectile dysfunction,Psychiatric disorders,3
DB00181,baclofen,musculoskeletal discomfort,Musculoskeletal and connective tissue disorders,4
DB00181,baclofen,pruritus,Skin and subcutaneous tissue disorders,4
DB00181,baclofen,deep vein thrombosis,Vascular disorders,3
DB00181,baclofen,visual impairment,Eye disorders,4
DB00877,sirolimus,asthenia,General disorders and administration site conditions,5
DB00877,sirolimus,leukopenia,Blood and lymphatic system disorders,5
DB00877,sirolimus,constipation,Gastrointestinal disorders,5
DB00877,sirolimus,pneumonia,Infections and infestations,4
DB00877,sirolimus,pneumonia,"Respiratory, thoracic and mediastinal disorders",4
DB00877,sirolimus,dermatitis,Skin and subcutaneous tissue disorders,5
DB00877,sirolimus,chest pain,General disorders and administration site conditions,5
DB00877,sirolimus,chest pain,"Respiratory, thoracic and mediastinal disorders",5
DB00877,sirolimus,chest pain,Cardiac disorders,5
DB00877,sirolimus,blood creatinine increased,Investigations,5
DB00877,sirolimus,hypophosphataemia,Metabolism and nutrition disorders,5
DB00877,sirolimus,herpes zoster,Skin and subcutaneous tissue disorders,4
DB00877,sirolimus,herpes zoster,Infections and infestations,4
DB00877,sirolimus,herpes zoster,Nervous system disorders,4
DB00877,sirolimus,lymphoma,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",3
DB00877,sirolimus,lymphoma,Blood and lymphatic system disorders,3
DB00877,sirolimus,ecchymosis,Vascular disorders,4
DB00877,sirolimus,ecchymosis,Blood and lymphatic system disorders,4
DB00877,sirolimus,ecchymosis,Skin and subcutaneous tissue disorders,4
DB00877,sirolimus,herpes simplex,Skin and subcutaneous tissue disorders,4
DB00877,sirolimus,herpes simplex,Infections and infestations,4
DB00877,sirolimus,diarrhoea,Gastrointestinal disorders,5
DB00877,sirolimus,pancreatitis,Gastrointestinal disorders,3
DB00877,sirolimus,tachycardia,Cardiac disorders,4
DB00877,sirolimus,hypersensitivity,Immune system disorders,2
DB00877,sirolimus,non-hodgkin's lymphoma,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",3
DB00877,sirolimus,non-hodgkin's lymphoma,Blood and lymphatic system disorders,3
DB00877,sirolimus,insomnia,Psychiatric disorders,5
DB00877,sirolimus,insomnia,Nervous system disorders,5
DB00877,sirolimus,oedema,Metabolism and nutrition disorders,5
DB00877,sirolimus,oedema,General disorders and administration site conditions,5
DB00877,sirolimus,skin disorder,Skin and subcutaneous tissue disorders,2
DB00877,sirolimus,pain,General disorders and administration site conditions,5
DB00877,sirolimus,hyperlipidaemia,Metabolism and nutrition disorders,5
DB00877,sirolimus,ovarian cyst,Reproductive system and breast disorders,4
DB00877,sirolimus,ovarian cyst,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",4
DB00877,sirolimus,impaired healing,General disorders and administration site conditions,4
DB00877,sirolimus,haematuria,Reproductive system and breast disorders,5
DB00877,sirolimus,haematuria,Vascular disorders,5
DB00877,sirolimus,haematuria,Renal and urinary disorders,5
DB00877,sirolimus,hypertension,Vascular disorders,5
DB00877,sirolimus,neoplasm malignant,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",4
DB00877,sirolimus,vomiting,Gastrointestinal disorders,5
DB00877,sirolimus,blood triglycerides increased,Investigations,5
DB00877,sirolimus,urinary tract infection,Infections and infestations,5
DB00877,sirolimus,urinary tract infection,Renal and urinary disorders,5
DB00877,sirolimus,pyelonephritis,Infections and infestations,5
DB00877,sirolimus,pyelonephritis,Renal and urinary disorders,5
DB00877,sirolimus,body temperature increased,Investigations,5
DB00877,sirolimus,dizziness,Vascular disorders,5
DB00877,sirolimus,dizziness,Cardiac disorders,5
DB00877,sirolimus,dizziness,Nervous system disorders,5
DB00877,sirolimus,thrombocytopenia,Blood and lymphatic system disorders,5
DB00877,sirolimus,hypoaesthesia,Nervous system disorders,4
DB00877,sirolimus,sepsis,Infections and infestations,4
DB00877,sirolimus,back pain,Musculoskeletal and connective tissue disorders,5
DB00877,sirolimus,hypertriglyceridaemia,Metabolism and nutrition disorders,5
DB00877,sirolimus,nausea,Gastrointestinal disorders,5
DB00877,sirolimus,dermatitis exfoliative,Immune system disorders,2
DB00877,sirolimus,dermatitis exfoliative,Skin and subcutaneous tissue disorders,2
DB00877,sirolimus,tremor,Nervous system disorders,5
DB00877,sirolimus,acne,Skin and subcutaneous tissue disorders,5
DB00877,sirolimus,nephrotic syndrome,Renal and urinary disorders,3
DB00877,sirolimus,arthralgia,Musculoskeletal and connective tissue disorders,5
DB00877,sirolimus,pericardial effusion,Cardiac disorders,3
DB00877,sirolimus,hyperglycaemia,Metabolism and nutrition disorders,5
DB00877,sirolimus,hyperglycaemia,Endocrine disorders,5
DB00877,sirolimus,gastrointestinal pain,Gastrointestinal disorders,5
DB00877,sirolimus,hypokalaemia,Metabolism and nutrition disorders,5
DB00877,sirolimus,malignant melanoma,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",4
DB00877,sirolimus,malignant melanoma,Skin and subcutaneous tissue disorders,4
DB00877,sirolimus,anaemia,Blood and lymphatic system disorders,5
DB00877,sirolimus,hypercholesterolaemia,Metabolism and nutrition disorders,5
DB00877,sirolimus,stomatitis,Gastrointestinal disorders,4
DB00877,sirolimus,rash,Skin and subcutaneous tissue disorders,5
DB00877,sirolimus,abdominal pain,Gastrointestinal disorders,5
DB00877,sirolimus,dysuria,Renal and urinary disorders,5
DB00877,sirolimus,oedema peripheral,Metabolism and nutrition disorders,5
DB00877,sirolimus,oedema peripheral,General disorders and administration site conditions,5
DB00877,sirolimus,oedema peripheral,Cardiac disorders,5
DB00877,sirolimus,hypotension,Vascular disorders,5
DB00877,sirolimus,liver function test abnormal,Investigations,4
DB00877,sirolimus,lymphoedema,Vascular disorders,2
DB00877,sirolimus,lymphoedema,Blood and lymphatic system disorders,2
DB00877,sirolimus,musculoskeletal discomfort,Musculoskeletal and connective tissue disorders,5
DB00877,sirolimus,epistaxis,Vascular disorders,4
DB00877,sirolimus,epistaxis,"Respiratory, thoracic and mediastinal disorders",4
DB00877,sirolimus,osteonecrosis,Musculoskeletal and connective tissue disorders,4
DB00877,sirolimus,osteonecrosis,Vascular disorders,4
DB00877,sirolimus,visual impairment,Eye disorders,4
DB01059,norfloxacin,asthenia,General disorders and administration site conditions,4
DB01059,norfloxacin,eosinophilia,Blood and lymphatic system disorders,4
DB01059,norfloxacin,platelet count decreased,Investigations,4
DB01059,norfloxacin,blood alkaline phosphatase increased,Investigations,4
DB01059,norfloxacin,protein urine present,Investigations,4
DB01059,norfloxacin,headache,Nervous system disorders,4
DB01059,norfloxacin,dizziness,Vascular disorders,4
DB01059,norfloxacin,dizziness,Cardiac disorders,4
DB01059,norfloxacin,dizziness,Nervous system disorders,4
DB01059,norfloxacin,nausea,Gastrointestinal disorders,4
DB01059,norfloxacin,white blood cell count decreased,Investigations,4
DB01059,norfloxacin,abdominal pain,Gastrointestinal disorders,4
DB00262,carmustine,candida infection,Infections and infestations,4
DB00262,carmustine,asthenia,General disorders and administration site conditions,5
DB00262,carmustine,decreased appetite,Metabolism and nutrition disorders,4
DB00262,carmustine,decreased appetite,General disorders and administration site conditions,4
DB00262,carmustine,hyponatraemia,Metabolism and nutrition disorders,4
DB00262,carmustine,depressed level of consciousness,Nervous system disorders,4
DB00262,carmustine,anxiety,Psychiatric disorders,4
DB00262,carmustine,pneumonia,Infections and infestations,4
DB00262,carmustine,pneumonia,"Respiratory, thoracic and mediastinal disorders",4
DB00262,carmustine,hallucination,Psychiatric disorders,4
DB00262,carmustine,chest pain,General disorders and administration site conditions,4
DB00262,carmustine,chest pain,"Respiratory, thoracic and mediastinal disorders",4
DB00262,carmustine,chest pain,Cardiac disorders,4
DB00262,carmustine,cerebral haemorrhage,Vascular disorders,4
DB00262,carmustine,cerebral haemorrhage,Nervous system disorders,4
DB00262,carmustine,leukocytosis,Blood and lymphatic system disorders,4
DB00262,carmustine,abscess,Infections and infestations,4
DB00262,carmustine,personality disorder,Psychiatric disorders,4
DB00262,carmustine,gastrointestinal haemorrhage,Gastrointestinal disorders,4
DB00262,carmustine,gastrointestinal haemorrhage,Vascular disorders,4
DB00262,carmustine,tachycardia,Cardiac disorders,4
DB00262,carmustine,myalgia,Musculoskeletal and connective tissue disorders,4
DB00262,carmustine,intracranial pressure increased,Nervous system disorders,4
DB00262,carmustine,diabetes mellitus,Metabolism and nutrition disorders,4
DB00262,carmustine,diabetes mellitus,Endocrine disorders,4
DB00262,carmustine,impaired healing,General disorders and administration site conditions,5
DB00262,carmustine,phlebitis,Vascular disorders,5
DB00262,carmustine,phlebitis,"Injury, poisoning and procedural complications",5
DB00262,carmustine,pneumonia aspiration,"Respiratory, thoracic and mediastinal disorders",4
DB00262,carmustine,hypertension,Vascular disorders,4
DB00262,carmustine,meningitis,Infections and infestations,4
DB00262,carmustine,meningitis,Nervous system disorders,4
DB00262,carmustine,stupor,Psychiatric disorders,4
DB00262,carmustine,stupor,Nervous system disorders,4
DB00262,carmustine,haemoglobin,Investigations,4
DB00262,carmustine,urinary tract infection,Infections and infestations,5
DB00262,carmustine,urinary tract infection,Renal and urinary disorders,5
DB00262,carmustine,oral candidiasis,Gastrointestinal disorders,4
DB00262,carmustine,oral candidiasis,Infections and infestations,4
DB00262,carmustine,paranoia,Psychiatric disorders,4
DB00262,carmustine,speech disorder,"Respiratory, thoracic and mediastinal disorders",5
DB00262,carmustine,speech disorder,Psychiatric disorders,5
DB00262,carmustine,speech disorder,Nervous system disorders,5
DB00262,carmustine,thrombocytopenia,Blood and lymphatic system disorders,4
DB00262,carmustine,hypoaesthesia,Nervous system disorders,4
DB00262,carmustine,dysphagia,Gastrointestinal disorders,4
DB00262,carmustine,sepsis,Infections and infestations,4
DB00262,carmustine,back pain,Musculoskeletal and connective tissue disorders,4
DB00262,carmustine,neck pain,Musculoskeletal and connective tissue disorders,4
DB00262,carmustine,depression,Psychiatric disorders,5
DB00262,carmustine,face oedema,Immune system disorders,4
DB00262,carmustine,face oedema,General disorders and administration site conditions,4
DB00262,carmustine,face oedema,Skin and subcutaneous tissue disorders,4
DB00262,carmustine,thrombophlebitis,Vascular disorders,5
DB00262,carmustine,hyperglycaemia,Metabolism and nutrition disorders,4
DB00262,carmustine,hyperglycaemia,Endocrine disorders,4
DB00262,carmustine,gastrointestinal pain,Gastrointestinal disorders,4
DB00262,carmustine,hypokalaemia,Metabolism and nutrition disorders,4
DB00262,carmustine,anaemia,Blood and lymphatic system disorders,4
DB00262,carmustine,stomatitis,Gastrointestinal disorders,4
DB00262,carmustine,abdominal pain,Gastrointestinal disorders,4
DB00262,carmustine,eye pain,Eye disorders,4
DB00262,carmustine,haemorrhage,Vascular disorders,4
DB00262,carmustine,hypotension,Vascular disorders,4
DB00262,carmustine,musculoskeletal discomfort,Musculoskeletal and connective tissue disorders,4
DB00262,carmustine,gynaecomastia,Reproductive system and breast disorders,4
DB00262,carmustine,gynaecomastia,Endocrine disorders,4
DB00633,dexmedetomidine,ventricular tachycardia,Cardiac disorders,4
DB00633,dexmedetomidine,pulmonary oedema,"Respiratory, thoracic and mediastinal disorders",4
DB00633,dexmedetomidine,pulmonary oedema,Cardiac disorders,4
DB00633,dexmedetomidine,hypomagnesaemia,Metabolism and nutrition disorders,4
DB00633,dexmedetomidine,hypoglycaemia,Metabolism and nutrition disorders,4
DB00633,dexmedetomidine,hypoglycaemia,Endocrine disorders,4
DB00633,dexmedetomidine,hypoxia,"Respiratory, thoracic and mediastinal disorders",4
DB00633,dexmedetomidine,constipation,Gastrointestinal disorders,4
DB00633,dexmedetomidine,acidosis,Metabolism and nutrition disorders,4
DB00633,dexmedetomidine,tachycardia,Cardiac disorders,4
DB00633,dexmedetomidine,atrial fibrillation,Cardiac disorders,4
DB00633,dexmedetomidine,thirst,Metabolism and nutrition disorders,4
DB00633,dexmedetomidine,thirst,General disorders and administration site conditions,4
DB00633,dexmedetomidine,pain,General disorders and administration site conditions,4
DB00633,dexmedetomidine,pleural effusion,"Respiratory, thoracic and mediastinal disorders",4
DB00633,dexmedetomidine,wheezing,"Respiratory, thoracic and mediastinal disorders",4
DB00633,dexmedetomidine,hypertension,Vascular disorders,5
DB00633,dexmedetomidine,vomiting,Gastrointestinal disorders,4
DB00633,dexmedetomidine,pulmonary function test decreased,Investigations,5
DB00633,dexmedetomidine,haemoglobin,Investigations,4
DB00633,dexmedetomidine,bradycardia,Cardiac disorders,4
DB00633,dexmedetomidine,atelectasis,"Respiratory, thoracic and mediastinal disorders",4
DB00633,dexmedetomidine,pneumothorax,"Respiratory, thoracic and mediastinal disorders",4
DB00633,dexmedetomidine,oliguria,Renal and urinary disorders,4
DB00633,dexmedetomidine,body temperature increased,Investigations,4
DB00633,dexmedetomidine,agitation,Psychiatric disorders,4
DB00633,dexmedetomidine,agitation,Nervous system disorders,4
DB00633,dexmedetomidine,dry mouth,Gastrointestinal disorders,4
DB00633,dexmedetomidine,nausea,Gastrointestinal disorders,4
DB00633,dexmedetomidine,respiratory depression,"Respiratory, thoracic and mediastinal disorders",5
DB00633,dexmedetomidine,respiratory depression,Nervous system disorders,5
DB00633,dexmedetomidine,generalised oedema,Metabolism and nutrition disorders,4
DB00633,dexmedetomidine,generalised oedema,General disorders and administration site conditions,4
DB00633,dexmedetomidine,hyperglycaemia,Metabolism and nutrition disorders,4
DB00633,dexmedetomidine,hyperglycaemia,Endocrine disorders,4
DB00633,dexmedetomidine,chills,Musculoskeletal and connective tissue disorders,4
DB00633,dexmedetomidine,chills,General disorders and administration site conditions,4
DB00633,dexmedetomidine,hypokalaemia,Metabolism and nutrition disorders,5
DB00633,dexmedetomidine,anaemia,Blood and lymphatic system disorders,4
DB00633,dexmedetomidine,sinus tachycardia,Cardiac disorders,4
DB00633,dexmedetomidine,respiratory failure,Metabolism and nutrition disorders,4
DB00633,dexmedetomidine,respiratory failure,"Respiratory, thoracic and mediastinal disorders",4
DB00633,dexmedetomidine,haemorrhage,Vascular disorders,4
DB00633,dexmedetomidine,hypotension,Vascular disorders,5
DB00633,dexmedetomidine,fluid retention,Metabolism and nutrition disorders,4
DB00633,dexmedetomidine,fluid retention,Renal and urinary disorders,4
DB00633,dexmedetomidine,acute respiratory distress syndrome,"Respiratory, thoracic and mediastinal disorders",4
DB00633,dexmedetomidine,hypocalcaemia,Metabolism and nutrition disorders,4
DB00035,desmopressin,aggression,Psychiatric disorders,3
DB00035,desmopressin,asthenia,General disorders and administration site conditions,2
DB00035,desmopressin,hyponatraemia,Metabolism and nutrition disorders,4
DB00035,desmopressin,somnolence,Psychiatric disorders,3
DB00035,desmopressin,somnolence,Nervous system disorders,3
DB00035,desmopressin,nasal congestion,"Respiratory, thoracic and mediastinal disorders",5
DB00035,desmopressin,constipation,Gastrointestinal disorders,4
DB00035,desmopressin,anxiety,Psychiatric disorders,2
DB00035,desmopressin,rhinitis,Infections and infestations,4
DB00035,desmopressin,rhinitis,"Respiratory, thoracic and mediastinal disorders",4
DB00035,desmopressin,diarrhoea,Gastrointestinal disorders,4
DB00035,desmopressin,insomnia,Psychiatric disorders,3
DB00035,desmopressin,insomnia,Nervous system disorders,3
DB00035,desmopressin,gastroenteritis,Gastrointestinal disorders,4
DB00035,desmopressin,gastroenteritis,Infections and infestations,4
DB00035,desmopressin,pain,General disorders and administration site conditions,4
DB00035,desmopressin,eye oedema,Eye disorders,4
DB00035,desmopressin,upper respiratory tract infection,Infections and infestations,4
DB00035,desmopressin,upper respiratory tract infection,"Respiratory, thoracic and mediastinal disorders",4
DB00035,desmopressin,hypertension,Vascular disorders,4
DB00035,desmopressin,nasal discomfort,"Respiratory, thoracic and mediastinal disorders",4
DB00035,desmopressin,conjunctivitis,Eye disorders,4
DB00035,desmopressin,conjunctivitis,Infections and infestations,4
DB00035,desmopressin,vomiting,Gastrointestinal disorders,3
DB00035,desmopressin,headache,Nervous system disorders,5
DB00035,desmopressin,gastrointestinal disorder,Gastrointestinal disorders,4
DB00035,desmopressin,body temperature increased,Investigations,5
DB00035,desmopressin,dizziness,Vascular disorders,4
DB00035,desmopressin,dizziness,Cardiac disorders,4
DB00035,desmopressin,dizziness,Nervous system disorders,4
DB00035,desmopressin,affect lability,Psychiatric disorders,2
DB00035,desmopressin,nausea,Gastrointestinal disorders,4
DB00035,desmopressin,gastrointestinal pain,Gastrointestinal disorders,4
DB00035,desmopressin,chills,Musculoskeletal and connective tissue disorders,4
DB00035,desmopressin,chills,General disorders and administration site conditions,4
DB00035,desmopressin,abdominal pain,Gastrointestinal disorders,4
DB00035,desmopressin,mood swings,Psychiatric disorders,2
DB00481,raloxifene,breast pain,Reproductive system and breast disorders,5
DB00481,raloxifene,arthritis,Musculoskeletal and connective tissue disorders,4
DB00481,raloxifene,loss of consciousness,Nervous system disorders,4
DB00481,raloxifene,pharyngitis,Gastrointestinal disorders,4
DB00481,raloxifene,pharyngitis,Infections and infestations,4
DB00481,raloxifene,pharyngitis,"Respiratory, thoracic and mediastinal disorders",4
DB00481,raloxifene,pneumonia,Infections and infestations,4
DB00481,raloxifene,pneumonia,"Respiratory, thoracic and mediastinal disorders",4
DB00481,raloxifene,bronchitis,Infections and infestations,4
DB00481,raloxifene,bronchitis,"Respiratory, thoracic and mediastinal disorders",4
DB00481,raloxifene,varicose vein,Vascular disorders,4
DB00481,raloxifene,dermatitis,Skin and subcutaneous tissue disorders,4
DB00481,raloxifene,laryngitis,Infections and infestations,4
